productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1158,EcoFert,Potash Boost,Bio-Fertilizer,335,242,32,INR,Same Day Delivery,28-08-2026,Bottle,India,https://th.bing.com/th/id/OIG3.pBqGKdc6hzDH.EIyK7JM?pid=ImgGn,"Maximize your garden's potential with Potash Boost, specially formulated for robust development.","Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Lakshmi,"Good quality fertilizer, improved soil health significantly.",Ramesh,Plants look greener and healthier now.,Jagadeesh,"Easy to use, results are visible within weeks.",Priya,250grms,500g,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Formulated for Potash Boost, enhancing your soil's fertility and plant resilience.",20:08:03
1159,EcoFert,Micronutrient Mix,Bio-Fertilizer,720,651,10,INR,Same Day Delivery,22-12-2026,Canister,India,https://th.bing.com/th/id/OIG4.lN0z5ZZlHUt3AehK.IlP?pid=ImgGn,"Micronutrient Mix boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Suresh,Plants look greener and healthier now.,Ramya,"Easy to use, results are visible within weeks.",Amit,"Highly effective for my garden, plants are thriving!",Ramesh,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Enriched with essential nutrients for faster growth.,"Micronutrient Mix guarantees optimal nutrient release, keeping plants healthy for weeks.",22:08:05
1160,EcoFert,Granular NPK Fertilizer,Chemical Fertilizer,468,407,14,INR,Standard Delivery,04-06-2025,Bottle,India,https://th.bing.com/th/id/OIG3.4NdzYMa8vyUm6jIul2kP?pid=ImgGn,Give your plants the nourishment they deserve with Granular NPK Fertilizer.,"Ensure vibrant plant life with Granular NPK Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Amit,"Easy to use, results are visible within weeks.",Ananya,"Highly effective for my garden, plants are thriving!",Kiran,My crops have never been healthier!,Anil,250grms,500g,2kgs,5kg,Helps balance soil pH for better nutrient uptake and plant health.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Formulated for Granular NPK Fertilizer, enhancing your soil's fertility and plant resilience.",18:10:05
1161,CropMax,Soil Conditioner,Chemical Fertilizer,781,746,5,INR,Free Shipping,26-07-2025,Bottle,India,https://th.bing.com/th/id/OIG3.Qe2cCRzsvC3.pqN_R9Vr?pid=ImgGn,Give your plants the nourishment they deserve with Soil Conditioner.,"Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Pooja,"Easy to use, results are visible within weeks.",Amit,"Highly effective for my garden, plants are thriving!",Ananya,Boosted plant growth significantly.,Ramya,250grms,500g,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Improves soil moisture retention, reducing the need for frequent watering.","Formulated for Soil Conditioner, enhancing your soil's fertility and plant resilience.",20:09:04
1162,EcoFert,Seaweed Extract Fertilizer,Bio-Fertilizer,398,362,9,INR,Free Shipping,19-03-2026,Bag,India,https://th.bing.com/th/id/OIG4.0LbHf4W1p1hutZVuRxkL?pid=ImgGn,"Seaweed Extract Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Deepak,"Impressive results, easy to apply.",Rajesh,Noticeable improvement in soil fertility.,Aditi,"Good quality fertilizer, improved soil health significantly.",Manish,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"Formulated for Seaweed Extract Fertilizer, enhancing your soil's fertility and plant resilience.",18:10:06
1163,CropMax,Compost Plus,Organic Fertilizer,541,493,9,INR,Same Day Delivery,12-02-2025,Canister,India,https://th.bing.com/th/id/OIG4.nd44I5nY699k3suqCAWt?pid=ImgGn,Give your plants the nourishment they deserve with Compost Plus.,"Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.",My flowers are thriving thanks to this compost!,Venkat,Noticeable improvement in soil fertility.,Anil,"Better than expected, highly effective.",Jagadeesh,"Improved soil texture, and plants are greener.",Harini,250grms,750grms,1kg,5kg,"Maintains effectiveness for longer periods, ensuring durability in storage.",Enhances soil aeration and nutrient content.,"Give your plants a boost with Compost Plus, enhancing overall plant vitality.",20:09:05
1164,CropMax,Nitrogen Booster,Bio-Fertilizer,575,499,14,INR,Standard Delivery,21-06-2026,Bag,India,https://th.bing.com/th/id/OIG4.riVy.EBxPLYDXiVisehl?pid=ImgGn,"Get exceptional growth with Nitrogen Booster, your plants' best ally.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Pooja,"Good quality fertilizer, improved soil health significantly.",Neha,"Would buy again, very satisfied.",Shiva,Noticeable improvement in soil fertility.,Ramya,250grms,750grms,1kg,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.","Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Formulated for Nitrogen Booster, enhancing your soil's fertility and plant resilience.",22:10:04
1165,SoilSaver,Soil Conditioner,Chemical Fertilizer,877,831,5,INR,Standard Delivery,28-11-2025,Bottle,India,https://th.bing.com/th/id/OIG1.bGeSanumy_If8kEpabai?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Soil Conditioner, your plants' best ally.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Venkat,"Highly effective for my garden, plants are thriving!",Amit,"Impressive results, easy to apply.",Neha,Plants look greener and healthier now.,Rajesh,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"With Soil Conditioner, enjoy healthier plants with faster root development.",16:06:04
1166,EcoFert,Humic Acid Fertilizer,Organic Fertilizer,798,711,12,INR,Free Shipping,10-11-2025,Bag,India,https://th.bing.com/th/id/OIG1.k1rjJy60R._JPluimKWW?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Humic Acid Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Sanjeev,"Good quality fertilizer, improved soil health significantly.",Sonal,"Highly effective for my garden, plants are thriving!",Ananya,Plants look greener and healthier now.,Anjali,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","Give your plants a boost with Humic Acid Fertilizer, enhancing overall plant vitality.",16:08:04
1167,SoilSaver,Seaweed Extract Fertilizer,Organic Fertilizer,913,861,6,INR,Same Day Delivery,14-02-2027,Bag,India,https://th.bing.com/th/id/OIG1.DJg2n_RwbYUQpcJ0A4qm?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Seaweed Extract Fertilizer.,"Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Deepak,"Would buy again, very satisfied.",Divya,My crops have never been healthier!,Thanuja,Noticeable improvement in soil fertility.,Meera,250grms,750grms,1kg,5kg,Enhances root growth and strengthens plant immunity.,Helps balance soil pH for better nutrient uptake and plant health.,"Seaweed Extract Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",22:07:03
1168,EcoFert,DAP (Di-Ammonium Phosphate),Organic Fertilizer,557,509,9,INR,Same Day Delivery,16-01-2026,Canister,India,https://th.bing.com/th/id/OIG4.wcGD3euqpTFN.Qz5amFW?pid=ImgGn,"Maximize your garden's potential with DAP (Di-Ammonium Phosphate), specially formulated for robust development.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Pooja,"Highly effective for my garden, plants are thriving!",Ramesh,Boosted plant growth significantly.,Anjali,Noticeable improvement in soil fertility.,Meera,250grms,750grms,1kg,5kg,Enriched with essential nutrients for faster growth.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","DAP (Di-Ammonium Phosphate) guarantees optimal nutrient release, keeping plants healthy for weeks.",15:09:03
1169,EcoFert,Urea Fertilizer,Organic Fertilizer,698,665,5,INR,Standard Delivery,21-03-2025,Bottle,India,https://th.bing.com/th/id/OIG4.GrrglgAOlxvUJjLOJRX0?pid=ImgGn,Give your plants the nourishment they deserve with Urea Fertilizer.,"Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Neha,"Good quality fertilizer, improved soil health significantly.",Lakshmi,"Easy to use, results are visible within weeks.",Ananya,My crops have never been healthier!,Rajesh,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Urea Fertilizer, enhancing overall plant vitality.",22:06:06
1170,GreenGrow,Sulphur Granules,Organic Fertilizer,561,512,9,INR,Free Shipping,03-02-2025,Bottle,India,https://th.bing.com/th/id/OIG4.hSbqLj8o59EvL9Oi9INQ?pid=ImgGn,"Maximize your garden's potential with Sulphur Granules, specially formulated for robust development.","Ensure vibrant plant life with Sulphur Granules, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Sanjeev,"Good quality fertilizer, improved soil health significantly.",Suresh,"Worked wonders for my plants, great quality.",Jagadeesh,Noticeable improvement in soil fertility.,Shiva,250grms,750grms,2kgs,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Safe for plants, pets, and children with natural, non-toxic ingredients.","Sulphur Granules guarantees optimal nutrient release, keeping plants healthy for weeks.",15:06:04
1171,EcoFert,Urea Fertilizer,Organic Fertilizer,551,474,15,INR,Standard Delivery,24-02-2025,Bottle,India,https://th.bing.com/th/id/OIG4.bU8pWa5MJ8.L1hgqkJUX?pid=ImgGn,"Urea Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Rahul,"Good quality fertilizer, improved soil health significantly.",Manish,Boosted plant growth significantly.,Anil,"Excellent product, highly recommended!",Meghana,250grms,750grms,2kgs,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.",Improves soil aeration and water retention.,"Give your plants a boost with Urea Fertilizer, enhancing overall plant vitality.",18:08:06
1172,SoilSaver,Organic Manure,Organic Fertilizer,939,891,5,INR,Same Day Delivery,04-01-2025,Bottle,India,https://th.bing.com/th/id/OIG4.jN7NOAyiVSZllRBEuEP7?pid=ImgGn,"Get exceptional growth with Organic Manure, your plants' best ally.","Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Venkat,"Worked wonders for my plants, great quality.",Vikram,Boosted plant growth significantly.,Rajesh,My crops have never been healthier!,Meghana,250grms,750grms,1kg,5kg,Enriched with essential nutrients for faster growth.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","With Organic Manure, enjoy healthier plants with faster root development.",20:08:04
1173,AgriBoost,Soil Conditioner,Organic Fertilizer,649,622,4,INR,Standard Delivery,01-11-2026,Bag,India,https://th.bing.com/th/id/OIG2.3NtAf4tcZdFWnikxv1iy?w=1024&h=1024&rs=1&pid=ImgDetMain,"Soil Conditioner boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Harini,"Worked wonders for my plants, great quality.",Neha,"Easy to use, results are visible within weeks.",Amit,"Would buy again, very satisfied.",Meghana,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Helps balance soil pH for better nutrient uptake and plant health.,"Formulated for Soil Conditioner, enhancing your soil's fertility and plant resilience.",22:09:04
1174,AgriBoost,Granular NPK Fertilizer,Organic Fertilizer,874,849,3,INR,Free Shipping,29-01-2026,Bag,India,https://th.bing.com/th/id/OIG1.LDIS2SCZjKgWxyESwvuR?pid=ImgGn,"Get exceptional growth with Granular NPK Fertilizer, your plants' best ally.","Ensure vibrant plant life with Granular NPK Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Pooja,"Highly effective for my garden, plants are thriving!",Venkat,"Easy to use, results are visible within weeks.",Priya,My crops have never been healthier!,Rajesh,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.",Improves soil aeration and water retention.,"Granular NPK Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",20:08:06
